date,K600.daily,K600.daily.sd
2024-01-10,0.19874103412320035,7.129452830229771
2024-01-11,0.7984501394191816,4.046521270801566
2024-01-12,2.4238250806186086,1.5776654772022702
2024-01-13,-12.209733750028642,1.8926709271794517
2024-01-14,-6.8614416625798995,2.1498154152982822
2024-01-15,0.3727450040025598,1.2218515203128886
2024-01-16,-8.336078858334034,4.699567589171973
2024-01-17,-0.27982889688393947,2.5450615451748893
2024-01-18,-4.1920325524047835,5.720497125639307
2024-01-19,10.21365683486059,3.3901081509944166
2024-01-20,0.65368930244168,3.064357520180816
2024-01-21,-9.007837277861038,1.2306240609110979
2024-01-22,-1.5394100189119215,0.8064377019269005
2024-01-23,1.6267267933899756,0.6695451468093051
2024-01-24,-4.671755247119008,3.7752398310379354
2024-01-25,0.8961403725862176,4.1851720540297315
2024-01-26,6.459950122475198,3.0290673686960052
2024-01-27,1.9270439426885022,5.96097661335793
2024-01-28,-7.851672426130963,4.5083146182509335
2024-01-29,-13.661746404356764,5.43734406503312
2024-01-30,-3.864822198068757,5.034227412902838
2024-01-31,-6.485595015482993,3.3240134657882954
2024-02-01,-2.466707340102518,0.9881065507779071
2024-02-02,-0.6782725079233952,0.6863525129715294
2024-02-03,0.6392351478373666,0.6202403809751622
2024-02-04,0.437024986902072,0.9764301108950761
2024-02-05,2.2561898448292332,0.7249089739697745
2024-02-06,3.634759606446203,0.414323754567946
2024-02-07,4.273931871971583,0.5194828504051776
2024-02-08,2.70139540874611,0.48397489361008844
2024-02-09,2.1004296962280926,0.8219849951206794
2024-02-10,2.3730922663154264,0.8133524722395303
2024-02-11,2.4032894594008396,0.8222814620647084
2024-02-12,3.990300267920495,1.0341830694625773
2024-02-13,3.1925228861846393,0.5384896923640453
2024-02-14,2.3055091700019577,1.6778576463269679
2024-02-15,2.5648940837963465,0.47365539299104936
2024-02-16,3.0197675838255345,0.542877139692676
2024-02-17,3.140132905318612,1.8141956273140687
2024-02-18,3.7869508583776197,1.64006134977606
2024-02-19,2.4321056293849064,0.2628703298783089
2024-02-20,1.0640178153125528,0.48551360935404797
2024-02-21,-1.3454639620620197,0.7635222369944411
2024-02-22,-14.83065691985065,2.762825289627842
2024-02-23,-19.989633543190774,6.361882259785745
2024-02-24,-5.745493576288699,1.10669981731792
2024-02-25,-3.019119081995948,0.8575716144423257
2024-02-26,-1.7874117075977942,0.708476613861799
2024-02-27,-1.6194224789485312,0.7891763325480061
2024-02-28,0.6459867913832376,1.3339656331632692
2024-02-29,3.363191723308927,0.5180585959043584
2024-03-01,3.364170760865108,1.0471020092855898
2024-03-02,4.833289087287063,1.1548655975750093
2024-03-03,9.82030203682675,0.5768411759684962
2024-03-04,11.833156558461484,1.1365169123031775
2024-03-05,3.74432413950866,1.1884145998340259
2024-03-06,12.920189956734676,1.1905384758654203
2024-03-07,10.682625139167744,0.5564647443781349
2024-03-08,7.014774415727446,0.9928370393593793
2024-03-09,11.501093737656491,2.328926728395387
2024-03-10,3.7880531031982754,0.7784533792062757
2024-03-11,0.5866383853642523,0.3086923461243217
2024-03-12,0.5097480070343338,2.22709214415401
2024-03-13,-1.660257303304904,3.6688477139881037
2024-03-14,1.8997812497270223,3.0777785590711266
2024-03-15,-1.585488138707706,5.763036942534728
2024-03-16,-10.90509955105826,7.62359084998163
2024-03-17,-17.56363400387434,7.8519957471376145
2024-03-18,-2.5805688192731693,5.306105017734908
2024-03-19,-4.1663444960454425,1.8184839586759969
2024-03-20,-1.1917817137807527,1.4500591057469792
2024-03-21,0.46067567668367326,1.384558736028608
2024-03-22,-8.68305907151253,5.2590403302641935
2024-03-23,1.327357025164325,4.21711961788706
2024-03-24,4.741527825524449,0.9860640804770868
2024-03-25,2.1655197069690706,1.6055161077705609
2024-03-26,-2.429898823130942,3.9741015140465636
2024-03-27,-10.886977497017156,6.406545334766399
2024-03-28,-17.185358154402856,8.78968169011919
2024-03-29,-3.607112080863887,4.906767214233452
2024-03-30,-8.573681283470107,3.6487013783350597
2024-03-31,-3.7472175555745415,3.6019994806258104
2024-04-01,-14.635004956982229,6.197741241326034
2024-04-02,-12.963294614708246,7.343546019038976
2024-04-03,-5.529215966203335,7.92820714655399
2024-04-04,-3.6160627123118174,5.604973471058373
2024-04-05,11.933812349956387,8.629225626719151
2024-04-06,3.9649843699310474,1.7274185459247247
2024-04-07,-1.8719620854138832,1.7367562221450912
2024-04-08,-0.8107466146343452,1.5653683424766296
2024-04-09,0.9281737943239814,3.9897584489319686
2024-04-10,8.525553060623174,13.58225197476159
2024-04-11,4.46084638999911,2.9219385967402856
2024-04-12,10.625062083949885,3.873868833068595
2024-04-13,-13.153555372850171,7.553176578714129
2024-04-14,-3.759638362759306,1.8250156664682047
2024-04-15,7.601311967863185,5.381431535056084
2024-04-16,8.64872809906672,3.5732359642163
2024-04-17,-9.587893087494354,5.604002256732474
2024-04-18,-5.694672373168214,4.6871166874696195
2024-04-19,-0,0
2024-04-20,-3.657254024490458,2.4273336368155602
2024-04-21,-0,0
2024-04-22,-0,0
2024-04-23,0,0
2024-04-24,0,0
2024-04-25,0,0
2024-04-26,NA,NA
2024-04-27,-0,0
2024-04-28,-0,0
2024-04-29,-0,0
2024-04-30,-0,0
2024-05-01,0,0
2024-05-02,0.7507793112660203,1.7274500117983087
2024-05-03,-0,0
2024-05-04,-6.828648843199147,2.4186097731812555
2024-05-05,-3.9686296822158695,1.5544703949664402
2024-05-06,-1.3405795332389188,1.8379718977505006
2024-05-07,-1.3569236158903528,8.690930252433091
2024-05-08,-20.046550860854772,14.286812952193138
2024-05-09,-9.935624384600306,5.778231426657061
2024-05-10,-1.8830108750785435,4.183001706935405
2024-05-11,5.548490850199676,4.862633820112483
2024-05-12,-1.1337811282265415,3.2134719481709593
2024-05-13,-7.0776324255351275,3.035958442822954
2024-05-14,-0.7757700750093047,2.2213658463792063
2024-05-15,-12.932368198145355,8.148354316490085
2024-05-16,-9.519798015652816,5.676482274912875
2024-05-17,-10.990705719969734,10.148885850329576
2024-05-18,-8.52769519218583,11.37026025618453
2024-05-19,0,0
2024-05-20,0,0
2024-05-21,-0,0
2024-05-22,-0,0
2024-05-23,-0,0
2024-05-24,-0,0
2024-05-25,-0,0
2024-05-26,-0,0
2024-05-27,-0,0
2024-05-28,0,0
2024-05-29,0,0
2024-05-30,0,0
2024-05-31,0,0
2024-06-01,0,0
2024-06-02,0,0
2024-06-03,0,0
2024-06-04,0,0
2024-06-05,0,0
2024-06-06,-9.870622447005818,6.201173607941143
2024-06-07,-0,0
2024-06-08,-11.483779001474538,8.43316421173781
2024-06-09,10.104416956222597,16.381474815305687
2024-06-10,-0.5573071774470016,2.628142188615883
2024-06-11,0.028433894567268077,6.321360785442618
2024-06-12,0.5792882180376773,2.2188652174771524
2024-06-13,-9.011244998588765,3.8872570897117416
2024-06-14,-16.366689295562313,7.169412036717523
2024-06-15,-11.231483986620423,7.721484815368094
2024-06-16,-5.3567950251596645,3.853550383909396
2024-06-17,4.525511645572139,7.059322779339162
2024-06-18,15.198150430267804,2.494624048671055
2024-06-19,3.8798364893413497,14.10933590195135
2024-06-20,-7.28244464899386,3.514009481221617
2024-06-21,-6.279198548543878,3.8770525515983527
2024-06-22,-4.038891173043885,14.583316225597217
2024-06-23,-11.989904661805898,6.558474915457505
2024-06-24,-17.406346229922377,10.16831339666705
2024-06-25,-6.785727377853815,6.020386283236404
2024-06-26,-3.331008139180846,10.127655390017958
2024-06-27,-13.898990624737579,10.075387868925697
2024-06-28,-9.639556072428233,5.463655930805804
2024-06-29,-11.412138585320456,8.707252972965028
2024-06-30,-5.762294584402975,4.7834025385082
2024-07-01,6.786080904016847,8.444995436401154
2024-07-02,18.628956234543327,10.447088044854983
2024-07-03,-24.45594105446304,8.737255794223156
2024-07-04,-28.55219023313877,16.434394029343206
2024-07-05,20.29237673920425,5.457349011862454
2024-07-06,13.807408324929602,11.289598658442236
2024-07-07,-7.757770468867216,6.449225035099317
2024-07-08,-0.4890373382873284,9.588525884960589
2024-07-09,-12.742474570735668,8.409354481205398
2024-07-10,-5.5428489717088425,30.685855830443174
2024-07-11,25.029708538040612,14.23747278830034
2024-07-12,25.12558763468713,8.290581702490956
2024-07-13,13.256264604152177,10.16654214837608
2024-07-14,20.392524046937954,1.566685397125597
2024-07-15,17.543905936919302,2.4550723760504933
2024-07-16,19.69187197597052,2.8386421077932638
2024-07-17,27.054063838381413,7.021496901951884
2024-07-18,15.144236559171018,6.416732448135627
2024-07-19,27.08225198449951,9.685959517689838
2024-07-20,-12.057787610039934,26.323286244257762
2024-07-21,-20.322124523669405,10.806462455803159
2024-07-22,6.203954423166215,11.20474538868808
2024-07-23,23.164114618311267,6.473674762001178
2024-07-24,24.988208120414953,7.562189727922153
2024-07-25,NA,NA
