Date,GPPavg,ER,K600_1d,GPP_Rhat,ER_Rhat,K600_daily_Rhat
2023-05-08,NA,NA,NA,NA,NA,NA
2023-05-09,NA,NA,NA,NA,NA,NA
2023-05-10,NA,NA,NA,NA,NA,NA
2023-05-11,NA,NA,NA,NA,NA,NA
2023-05-12,NA,NA,NA,NA,NA,NA
2023-05-13,NA,NA,NA,NA,NA,NA
2023-05-14,NA,NA,NA,NA,NA,NA
2023-05-15,NA,NA,NA,NA,NA,NA
2023-05-16,NA,NA,NA,NA,NA,NA
2023-05-17,NA,NA,NA,NA,NA,NA
2023-05-18,NA,NA,NA,NA,NA,NA
2023-05-19,NA,NA,NA,NA,NA,NA
2023-05-20,NA,NA,NA,NA,NA,NA
2023-05-21,NA,NA,NA,NA,NA,NA
2023-05-22,NA,NA,NA,NA,NA,NA
2023-05-23,NA,NA,NA,NA,NA,NA
2023-05-24,NA,NA,NA,NA,NA,NA
2023-05-25,NA,NA,NA,NA,NA,NA
2023-05-26,NA,NA,NA,NA,NA,NA
2023-05-27,NA,NA,NA,NA,NA,NA
2023-05-28,NA,NA,NA,NA,NA,NA
2023-05-29,NA,NA,NA,NA,NA,NA
2023-05-30,NA,NA,NA,NA,NA,NA
2023-05-31,NA,NA,NA,NA,NA,NA
2023-06-01,NA,NA,NA,NA,NA,NA
2023-06-02,NA,NA,NA,NA,NA,NA
2023-06-03,NA,NA,NA,NA,NA,NA
2023-06-04,NA,NA,NA,NA,NA,NA
2023-06-05,NA,NA,NA,NA,NA,NA
2023-06-06,NA,NA,NA,NA,NA,NA
2023-06-07,NA,NA,NA,NA,NA,NA
2023-06-08,NA,NA,NA,NA,NA,NA
2023-06-09,NA,NA,NA,NA,NA,NA
2023-06-10,NA,NA,NA,NA,NA,NA
2023-06-11,NA,NA,NA,NA,NA,NA
2023-06-12,NA,NA,NA,NA,NA,NA
2023-06-13,NA,NA,NA,NA,NA,NA
2023-06-14,NA,NA,NA,NA,NA,NA
2023-06-15,NA,NA,NA,NA,NA,NA
2023-06-16,NA,NA,NA,NA,NA,NA
2023-06-17,NA,NA,NA,NA,NA,NA
2023-06-18,NA,NA,NA,NA,NA,NA
2023-06-19,NA,NA,NA,NA,NA,NA
2023-06-20,NA,NA,NA,NA,NA,NA
2023-06-21,NA,NA,NA,NA,NA,NA
2023-06-22,NA,NA,NA,NA,NA,NA
2023-06-23,NA,NA,NA,NA,NA,NA
2023-06-24,NA,NA,NA,NA,NA,NA
2023-06-25,NA,NA,NA,NA,NA,NA
2023-06-26,NA,NA,NA,NA,NA,NA
2023-06-27,NA,NA,NA,NA,NA,NA
2023-06-28,NA,NA,NA,NA,NA,NA
2023-06-29,NA,NA,NA,NA,NA,NA
2023-06-30,NA,NA,NA,NA,NA,NA
2023-07-01,NA,NA,NA,NA,NA,NA
2023-07-02,NA,NA,NA,NA,NA,NA
2023-07-03,NA,NA,NA,NA,NA,NA
2023-07-04,NA,NA,NA,NA,NA,NA
2023-07-05,NA,NA,NA,NA,NA,NA
2023-07-06,NA,NA,NA,NA,NA,NA
2023-07-07,NA,NA,NA,NA,NA,NA
2023-07-08,NA,NA,NA,NA,NA,NA
2023-07-09,NA,NA,NA,NA,NA,NA
2023-07-10,NA,NA,NA,NA,NA,NA
2023-07-11,NA,NA,NA,NA,NA,NA
2023-07-12,NA,NA,NA,NA,NA,NA
2023-07-13,NA,NA,NA,NA,NA,NA
2023-07-14,NA,NA,NA,NA,NA,NA
2023-07-15,NA,NA,NA,NA,NA,NA
2023-07-16,NA,NA,NA,NA,NA,NA
2023-07-17,NA,NA,NA,NA,NA,NA
2023-07-18,NA,NA,NA,NA,NA,NA
2023-07-19,NA,NA,NA,NA,NA,NA
2023-07-20,NA,NA,NA,NA,NA,NA
2023-07-21,NA,NA,NA,NA,NA,NA
2023-07-22,NA,NA,NA,NA,NA,NA
2023-07-23,NA,NA,NA,NA,NA,NA
2023-07-24,NA,NA,NA,NA,NA,NA
2023-07-25,NA,NA,NA,NA,NA,NA
2023-07-26,NA,NA,NA,NA,NA,NA
2023-07-27,NA,NA,NA,NA,NA,NA
2023-07-28,NA,NA,NA,NA,NA,NA
2023-07-29,NA,NA,NA,NA,NA,NA
2023-07-30,NA,NA,NA,NA,NA,NA
2023-07-31,NA,NA,NA,NA,NA,NA
2023-08-01,NA,NA,NA,NA,NA,NA
2023-08-02,NA,NA,NA,NA,NA,NA
2023-08-03,NA,NA,NA,NA,NA,NA
2023-08-04,NA,NA,NA,NA,NA,NA
2023-08-05,NA,NA,NA,NA,NA,NA
2023-08-06,NA,NA,NA,NA,NA,NA
2023-08-07,NA,NA,NA,NA,NA,NA
2023-08-08,NA,NA,NA,NA,NA,NA
2023-08-09,NA,NA,NA,NA,NA,NA
2023-08-10,NA,NA,NA,NA,NA,NA
2023-08-11,NA,NA,NA,NA,NA,NA
2023-08-12,NA,NA,NA,NA,NA,NA
2023-08-13,NA,NA,NA,NA,NA,NA
2023-08-14,NA,NA,NA,NA,NA,NA
2023-08-15,NA,NA,NA,NA,NA,NA
2023-08-16,NA,NA,NA,NA,NA,NA
2023-08-17,NA,NA,NA,NA,NA,NA
2023-08-18,NA,NA,NA,NA,NA,NA
2023-08-19,NA,NA,NA,NA,NA,NA
2023-08-20,NA,NA,NA,NA,NA,NA
2023-08-21,NA,NA,NA,NA,NA,NA
2023-08-22,NA,NA,NA,NA,NA,NA
2023-08-23,NA,NA,NA,NA,NA,NA
2023-08-24,NA,NA,NA,NA,NA,NA
2023-08-25,NA,NA,NA,NA,NA,NA
2023-08-26,NA,NA,NA,NA,NA,NA
2023-08-27,NA,NA,NA,NA,NA,NA
2023-08-28,NA,NA,NA,NA,NA,NA
2023-08-29,NA,NA,NA,NA,NA,NA
2023-08-30,NA,NA,NA,NA,NA,NA
2023-08-31,NA,NA,NA,NA,NA,NA
2023-09-01,NA,NA,NA,NA,NA,NA
2023-09-02,NA,NA,NA,NA,NA,NA
2023-09-03,NA,NA,NA,NA,NA,NA
2023-09-04,NA,NA,NA,NA,NA,NA
2023-09-05,NA,NA,NA,NA,NA,NA
2023-09-06,NA,NA,NA,NA,NA,NA
2023-09-07,NA,NA,NA,NA,NA,NA
2023-09-08,NA,NA,NA,NA,NA,NA
2023-09-09,NA,NA,NA,NA,NA,NA
2023-09-10,NA,NA,NA,NA,NA,NA
2023-09-11,NA,NA,NA,NA,NA,NA
2023-09-12,NA,NA,NA,NA,NA,NA
2023-09-13,NA,NA,NA,NA,NA,NA
2023-09-14,NA,NA,NA,NA,NA,NA
2023-09-15,NA,NA,NA,NA,NA,NA
2023-09-16,NA,NA,NA,NA,NA,NA
2023-09-17,NA,NA,NA,NA,NA,NA
2023-09-18,NA,NA,NA,NA,NA,NA
2023-09-19,NA,NA,NA,NA,NA,NA
2023-09-20,NA,NA,NA,NA,NA,NA
2023-09-21,NA,NA,NA,NA,NA,NA
2023-09-22,NA,NA,NA,NA,NA,NA
2023-09-23,NA,NA,NA,NA,NA,NA
2023-09-24,NA,NA,NA,NA,NA,NA
2023-09-25,NA,NA,NA,NA,NA,NA
2023-09-26,NA,NA,NA,NA,NA,NA
2023-09-27,NA,NA,NA,NA,NA,NA
2023-09-28,NA,NA,NA,NA,NA,NA
2023-09-29,NA,NA,NA,NA,NA,NA
2023-09-30,NA,NA,NA,NA,NA,NA
2023-10-01,NA,NA,NA,NA,NA,NA
2023-10-02,NA,NA,NA,NA,NA,NA
2023-10-03,NA,NA,NA,NA,NA,NA
2023-10-04,NA,NA,NA,NA,NA,NA
2023-10-05,NA,NA,NA,NA,NA,NA
2023-10-06,NA,NA,NA,NA,NA,NA
2023-10-07,NA,NA,NA,NA,NA,NA
2023-10-08,NA,NA,NA,NA,NA,NA
2023-10-09,NA,NA,NA,NA,NA,NA
2023-10-10,NA,NA,NA,NA,NA,NA
2023-10-11,NA,NA,NA,NA,NA,NA
2023-10-12,NA,NA,NA,NA,NA,NA
2023-10-13,NA,NA,NA,NA,NA,NA
2023-10-14,NA,NA,NA,NA,NA,NA
2023-10-15,NA,NA,NA,NA,NA,NA
2023-10-16,NA,NA,NA,NA,NA,NA
2023-10-17,NA,NA,NA,NA,NA,NA
2023-10-18,NA,NA,NA,NA,NA,NA
2023-10-19,NA,NA,NA,NA,NA,NA
2023-10-20,NA,NA,NA,NA,NA,NA
2023-10-21,NA,NA,NA,NA,NA,NA
2023-10-22,NA,NA,NA,NA,NA,NA
2023-10-23,NA,NA,NA,NA,NA,NA
2023-10-24,NA,NA,NA,NA,NA,NA
2023-10-25,NA,NA,NA,NA,NA,NA
2023-10-26,NA,NA,NA,NA,NA,NA
2023-10-27,NA,NA,NA,NA,NA,NA
2023-10-28,NA,NA,NA,NA,NA,NA
2023-10-29,NA,NA,NA,NA,NA,NA
2023-10-30,NA,NA,NA,NA,NA,NA
2023-10-31,NA,NA,NA,NA,NA,NA
2023-11-01,NA,NA,NA,NA,NA,NA
2023-11-02,NA,NA,NA,NA,NA,NA
2023-11-03,NA,NA,NA,NA,NA,NA
2023-11-04,NA,NA,NA,NA,NA,NA
2023-11-05,NA,NA,NA,NA,NA,NA
2023-11-06,NA,NA,NA,NA,NA,NA
2023-11-07,NA,NA,NA,NA,NA,NA
2023-11-08,NA,NA,NA,NA,NA,NA
2023-11-09,NA,NA,NA,NA,NA,NA
2023-11-10,NA,NA,NA,NA,NA,NA
2023-11-11,NA,NA,NA,NA,NA,NA
2023-11-12,NA,NA,NA,NA,NA,NA
2023-11-13,NA,NA,NA,NA,NA,NA
2023-11-14,NA,NA,NA,NA,NA,NA
2023-11-15,NA,NA,NA,NA,NA,NA
2023-11-16,NA,NA,NA,NA,NA,NA
2023-11-17,NA,NA,NA,NA,NA,NA
2023-11-18,NA,NA,NA,NA,NA,NA
2023-11-19,NA,NA,NA,NA,NA,NA
2023-11-20,NA,NA,NA,NA,NA,NA
2023-11-21,NA,NA,NA,NA,NA,NA
2023-11-22,NA,NA,NA,NA,NA,NA
2023-11-23,NA,NA,NA,NA,NA,NA
2023-11-24,NA,NA,NA,NA,NA,NA
2023-11-25,NA,NA,NA,NA,NA,NA
2023-11-26,NA,NA,NA,NA,NA,NA
2023-11-27,NA,NA,NA,NA,NA,NA
2023-11-28,NA,NA,NA,NA,NA,NA
2023-11-29,NA,NA,NA,NA,NA,NA
2023-11-30,NA,NA,NA,NA,NA,NA
2023-12-01,NA,NA,NA,NA,NA,NA
2023-12-02,NA,NA,NA,NA,NA,NA
2023-12-03,NA,NA,NA,NA,NA,NA
2023-12-04,NA,NA,NA,NA,NA,NA
2023-12-05,NA,NA,NA,NA,NA,NA
2023-12-06,NA,NA,NA,NA,NA,NA
2023-12-07,NA,NA,NA,NA,NA,NA
2023-12-08,NA,NA,NA,NA,NA,NA
2023-12-09,NA,NA,NA,NA,NA,NA
2023-12-10,NA,NA,NA,NA,NA,NA
2023-12-11,NA,NA,NA,NA,NA,NA
2023-12-12,NA,NA,NA,NA,NA,NA
2023-12-13,NA,NA,NA,NA,NA,NA
2023-12-14,NA,NA,NA,NA,NA,NA
2023-12-15,NA,NA,NA,NA,NA,NA
2023-12-16,NA,NA,NA,NA,NA,NA
2023-12-17,NA,NA,NA,NA,NA,NA
2023-12-18,NA,NA,NA,NA,NA,NA
2023-12-19,NA,NA,NA,NA,NA,NA
2023-12-20,NA,NA,NA,NA,NA,NA
2023-12-21,NA,NA,NA,NA,NA,NA
2023-12-22,NA,NA,NA,NA,NA,NA
2023-12-23,NA,NA,NA,NA,NA,NA
2023-12-24,NA,NA,NA,NA,NA,NA
2023-12-25,NA,NA,NA,NA,NA,NA
2023-12-26,NA,NA,NA,NA,NA,NA
2023-12-27,NA,NA,NA,NA,NA,NA
2023-12-28,NA,NA,NA,NA,NA,NA
2023-12-29,NA,NA,NA,NA,NA,NA
2023-12-30,NA,NA,NA,NA,NA,NA
2023-12-31,NA,NA,NA,NA,NA,NA
2024-01-01,NA,NA,NA,NA,NA,NA
2024-01-02,NA,NA,NA,NA,NA,NA
2024-01-03,NA,NA,NA,NA,NA,NA
2024-01-04,NA,NA,NA,NA,NA,NA
2024-01-05,NA,NA,NA,NA,NA,NA
2024-01-06,NA,NA,NA,NA,NA,NA
2024-01-07,NA,NA,NA,NA,NA,NA
2024-01-08,NA,NA,NA,NA,NA,NA
2024-01-09,NA,NA,NA,NA,NA,NA
2024-01-10,NA,NA,NA,NA,NA,NA
2024-01-11,NA,NA,NA,NA,NA,NA
2024-01-12,2.0381112060255755,-13.402061572186657,1.001875402398996,1.0019683870422493,1.0022388946778704,1.004227348338771
2024-01-13,6.237944672989913,-5.606322892551547,0.5462627440607547,1.005140163325194,1.0020357881702222,1.001690365934584
2024-01-14,4.346743024067033,-9.257715227702677,0.8803273378283517,1.0005848089736604,1.0032280235346318,1.0040438676414367
2024-01-15,3.23928653225659,-10.88786301654521,1.0701363376673825,1.000217532478175,1.0013299919194851,1.001245609383667
2024-01-16,0,-15.166153899986822,1.3162793013977017,0.9993795222275588,1.0026870132559813,1.0028748653286788
2024-01-17,5.222303154771663,-3.132727766577872,0.7689555052871887,1.002647789154022,1.005246035055529,1.0075394038351717
2024-01-18,0.20563111550457738,-15.905215800612787,2.461380704881739,1.0009172595987386,1.0047412786029764,1.004834089741441
2024-01-19,1.924704211396172,-6.923350629652602,1.0733766114441892,1.0006614318410592,1.0015818864345187,1.0011035739807999
2024-01-20,1.520962810058396,-8.131236309473277,1.3388678869254589,1.0001582240469877,1.0024179918874185,1.003012780561012
2024-01-21,3.239565423132497,-4.691010482414348,1.0757218154014183,1.0022751673498351,1.003640816624073,1.001300695310646
2024-01-22,1.9278264555855011,-9.012832551381813,2.0990918185801455,1.0066595435231118,1.0027320845762808,1.0030372590229173
2024-01-23,0,-19.044067147514404,1.9686868151098649,1.0000843478691925,1.0016814718185814,1.0018223357069955
2024-01-24,3.9383335387042098,-5.879514139478001,0.6472197458632852,1.0002453807744116,1.001276061117633,1.0015517716521098
2024-01-25,5.572353503816302,-9.921307655450065,0.4850755768082969,1.0003835852736844,1.000619767452897,1.0041110382902092
2024-01-26,1.8917135216222898,-7.832585352439181,0.7107373128662139,1.0004922087060077,1.00462002854336,1.0024212641861738
2024-01-27,6.629665946892916,-8.15569206279732,0.38330433687869653,1.0009249294625402,1.0036237163179558,1.0008405198355106
2024-01-28,8.519963639594469,-7.748564245098512,0.268022667102875,1.0008809286448814,1.0011169772057966,1.0027694513923706
2024-01-29,15.946447411857493,-25.04217906663041,0.07715055001367567,1.0016849223937025,1.0046827408789545,0.9993232328589174
2024-01-30,0,-12.108942986747412,4.7552697704237294,1.0020451029143496,1.0013021944723346,1.0031000573368587
2024-01-31,11.987769914312434,-11.895727150669256,0.2711990355307124,1.0023933473292985,1.0019040844371216,1.000876864656189
2024-02-01,13.4243655109562,-12.723163138964603,0.2652940005773317,0.9996439964173375,1.0001567053930738,0.9996792040703854
2024-02-02,15.197768825950318,-15.37571452284569,0.2393546584540671,1.0105829115291916,1.0040193122376588,1.0013983501370676
2024-02-03,14.957287573996913,-14.70245800970708,0.2927816446121582,1.0055939174546877,1.000901938792448,1.0018807094981304
2024-02-04,8.983042716511633,-11.790098999566016,0.39944355906824774,1.0016726286388655,1.004563045621256,1.0006664563761463
2024-02-05,11.053658753083605,-13.568899921708791,0.6043787863074673,1.0007782474544775,1.0023252007552865,1.0008224360447682
2024-02-06,14.647888018729935,-15.268603503210176,0.4585056840943631,1.001172024391514,1.003851035768018,1.0027554339220763
2024-02-07,14.578416722470143,-15.716335190956887,0.5871012537462104,1.0060203536873726,1.003488781100437,1.003133313187873
2024-02-08,15.559933516921282,-17.603966055717166,0.5379040613855228,1.0004272810378927,1.0029449079704966,1.000374536030892
2024-02-09,NA,NA,NA,NA,NA,NA
2024-02-10,NA,NA,NA,NA,NA,NA
2024-02-11,NA,NA,NA,NA,NA,NA
2024-02-12,NA,NA,NA,NA,NA,NA
2024-02-13,NA,NA,NA,NA,NA,NA
2024-02-14,NA,NA,NA,NA,NA,NA
2024-02-15,NA,NA,NA,NA,NA,NA
2024-02-16,NA,NA,NA,NA,NA,NA
2024-02-17,NA,NA,NA,NA,NA,NA
2024-02-18,NA,NA,NA,NA,NA,NA
2024-02-19,NA,NA,NA,NA,NA,NA
2024-02-20,NA,NA,NA,NA,NA,NA
2024-02-21,NA,NA,NA,NA,NA,NA
2024-02-22,NA,NA,NA,NA,NA,NA
2024-02-23,11.068794477244746,-13.349573851140253,0.4917982482737998,0.999489366069178,1.0012205769338396,1.0012341249009449
2024-02-24,15.158781117136488,-15.298372567025208,0.48739435434928674,1.0022669373408308,0.9997822131718498,1.002893041894131
2024-02-25,15.500936341225005,-15.63018570863362,0.4617395354298219,0.9999657159584892,1.000254344843707,1.0004358167765153
2024-02-26,15.584458719256304,-16.442448752431883,0.5352983092413409,1.0017171436965033,1.0009702680711645,1.0022198266653841
2024-02-27,15.867618017888592,-16.41016683072963,0.4540526777909159,1.001642364105093,1.0001889566826545,0.9996618335677868
2024-02-28,16.452038089951085,-16.84831933503757,0.36922209029007913,1.0008795985510828,1.001139873325607,1.0002341955726926
2024-02-29,NA,NA,NA,NA,NA,NA
2024-03-01,NA,NA,NA,NA,NA,NA
2024-03-02,NA,NA,NA,NA,NA,NA
2024-03-03,NA,NA,NA,NA,NA,NA
2024-03-04,NA,NA,NA,NA,NA,NA
2024-03-05,NA,NA,NA,NA,NA,NA
2024-03-06,NA,NA,NA,NA,NA,NA
2024-03-07,NA,NA,NA,NA,NA,NA
2024-03-08,NA,NA,NA,NA,NA,NA
2024-03-09,NA,NA,NA,NA,NA,NA
2024-03-10,NA,NA,NA,NA,NA,NA
2024-03-11,NA,NA,NA,NA,NA,NA
2024-03-12,NA,NA,NA,NA,NA,NA
2024-03-13,NA,NA,NA,NA,NA,NA
2024-03-14,NA,NA,NA,NA,NA,NA
2024-03-15,14.880106658475196,-16.030223392627978,0.5109762281723201,1.00185581772654,0.9997527023636258,0.9993915145179879
2024-03-16,12.831886511504418,-13.866235964442122,0.37204069583359484,1.0018748664896795,1.0001510765117747,0.9999323320076157
2024-03-17,13.961163100236664,-14.938117669525298,0.38068663781877854,1.004335840653703,1.0073383831483953,1.002079373789415
2024-03-18,9.286541012670778,-11.079307587359349,0.41629435701073103,0.999541022136606,1.0007990195249379,1.0011455759446133
2024-03-19,12.701808719132462,-14.145467867308293,0.6748236755449448,1.0001464359502428,1.000942608484802,0.9995440386945232
2024-03-20,12.590706859211792,-14.598446386972062,0.6044897027853497,1.003433318492243,1.0006358273790799,0.9995959148142681
2024-03-21,12.962739334055684,-14.765468585210014,0.5428289642831591,1.0010114477299668,1.0014918766956413,0.9998872464239483
2024-03-22,2.5650683700874932,-13.035984889486743,0.859995767589988,1.0005436629826312,1.0010615926485589,1.0010392961947947
2024-03-23,10.500635848944366,-13.411138362642964,0.6608626586034662,1.000476864321362,1.0035972343766324,1.0014218541514401
2024-03-24,12.008158754824834,-13.348206072168955,0.5712294955788183,1.0004482083661252,1.0025255103884507,1.0007818118252376
2024-03-25,11.570126456014163,-14.262716359160821,0.5729929153037541,1.0010420688443578,1.0019821396316022,1.0017839855749482
2024-03-26,11.045477725903655,-14.429351749018064,0.5488497385536978,1.0053933527952885,1.005308591129044,1.005090732462338
2024-03-27,1.238957490758987,-12.415358702682871,0.9213757857019785,1.0028308225258973,1.0058703749312983,1.0034390304400806
2024-03-28,9.842906075111147,-11.855825861144146,0.6689182506142517,1.000896524116692,1.0008174713246303,1.0033522175037226
2024-03-29,11.117415347669816,-14.105664784014392,0.7309172323577504,1.0001144548712126,1.0026360004781802,1.0034084874470783
2024-03-30,10.414562118522085,-13.414415002054756,0.7484643153251167,1.0015076283503979,1.0011058411784453,1.0013985310881817
2024-03-31,9.965591304017387,-11.850700744009332,0.5949767100823741,1.0017402827294082,1.000077903649225,1.0004822149977615
2024-04-01,8.216768548172467,-11.15822477868866,0.5399858791425495,1.0020135873870017,0.9995376363689266,1.0024797061696038
2024-04-02,6.285578608922545,-11.627988078300117,0.6839129960613711,0.99956204762698,1.0012456377287322,1.0003726785779166
2024-04-03,0,-15.217504603888818,0.949265451223594,0.9998389840809268,1.0024898272131624,1.00270094902855
2024-04-04,6.820328255845446,-9.543782921802727,0.8264487744911913,0.9991573280264886,1.0034051000830173,1.003257628791455
2024-04-05,4.310664788338956,-12.83251247242495,1.059330383710575,0.9996888343361547,1.0036805926574979,1.0033850517840242
2024-04-06,2.6093337529400285,-13.003578453343115,1.2945343089011117,1.0019812079772463,1.0017030361365726,1.0025519333081987
2024-04-07,3.2214250381063407,-13.475682988063186,1.2723164039898132,1.0004334194005116,1.00476508946653,1.0032069005309792
2024-04-08,2.751067622374132,-13.793488255717778,1.2657988017913722,0.9996121509908026,1.0053343927901834,1.003619217564967
2024-04-09,2.525336305113065,-12.301051465641573,1.0008994262586712,1.004243588617842,1.0028979240955296,1.0053623664764082
2024-04-10,2.6008412291044323,-13.444408454622156,1.0436834017725627,1.0007843725918546,1.0029133334614362,1.0035826093157012
2024-04-11,2.395416766523119,-12.992270639422326,0.8913503954447584,1.0035915979617989,1.0017072512233602,1.0002959878021302
2024-04-12,3.6439961065279642,-12.629755238390276,1.0913353440109226,1.001122392059793,1.001841030130905,1.0015561230699832
2024-04-13,4.598082580178831,-13.716668889027984,0.9198713530731593,1.0004894837084783,1.001044213474654,1.000634555269709
2024-04-14,9.874792546593852,-15.656074866148737,0.53379674655823806,1.0026212580769442,1.0011421587659597,0.9996182122465682
2024-04-15,7.699211191380327,-12.504284875490331,0.4535465392139264,1.0002431369004967,1.0006761824130874,1.0015211113626015
2024-04-16,6.638861440285717,-11.194686365644577,0.41177006443069986,1.0030985804749677,1.0042361612128836,1.0013431492471687
2024-04-17,9.809214809596828,-13.913706350591925,0.32031502819746277,1.000958516487949,1.004017825079369,1.0026574128697006
2024-04-18,7.970727714112789,-14.353644395097922,0.3156811649604939,1.0016550392865748,1.0046012244856213,1.0049522492453742
2024-04-19,9.083345088639039,-14.163395237527887,0.2761465787316449,1.001616887354923,1.004503256075982,1.0028638847658657
2024-04-20,5.360224689007754,-13.0908299766377,0.35447903966243355,1.0005381130128284,1.0065448193319289,1.0067856272342575
2024-04-21,7.646384796064468,-15.802847605327983,0.2197469956058134,1.0037020326480748,1.0060153959648057,1.0029730001133443
2024-04-22,8.42042033952311,-13.369821114663251,0.3967839099769854,1.0007367128006868,1.0017083186868965,1.0027913478598856
2024-04-23,5.3693440885723085,-11.554821544859138,0.5649715631524783,1.0011830146853944,1.0034513937527199,1.0021283787173993
2024-04-24,4.0926657365738865,-11.414220108968413,0.4612843210747343,1.0010501777943286,1.002467446661186,1.0029981408176658
2024-04-25,3.9026095307539426,-11.795860848543198,0.45668052272521903,1.0027728409546732,1.0029674363891974,1.0026013593388914
2024-04-26,6.365989137537136,-13.930185039040792,0.3856843965130217,1.0042704621219156,1.0034950783985415,1.001123581917525
2024-04-27,2.294154465690431,-11.847797198443669,0.5361965078273315,1.0061459435465896,1.0011669840411208,1.0007811039911572
2024-04-28,1.7379497447817576,-11.655792806994844,0.6626173083261179,1.0024402611265995,1.0000197673818176,1.0011452852022888
2024-04-29,2.6321953874544666,-11.854878658662852,0.6806069248631205,1.0002062430502,1.0034173335799041,1.004356488866454
2024-04-30,4.80393417766087,-13.167244656845025,0.5361457507512832,1.0017543891512277,1.0037808114964042,1.0042708188664353
2024-05-01,7.890451275746794,-14.55564585810171,0.48502388196887464,0.999602508292892,1.0035866778952673,1.0039679964069315
2024-05-02,6.823834375896025,-15.07982477927199,0.5731198375613368,0.9996380296253234,1.0010165228311756,1.0012071361007828
2024-05-03,5.601979463812931,-13.043879610846584,0.7318039340783218,0.9999891197783402,1.0028800743214876,1.00219256800519
